"","X","City","Year","Sport","Discipline","Event","Athlete","Gender","Country_Code","Country","Event_gender","Medal"
"8250",8367,"Atlanta",1996,"Equestrian","Jumping","team","BURR-HOWARD, Leslie Michele","Women","USA","United States","X","Silver"
"8251",8368,"Atlanta",1996,"Equestrian","Jumping","team","AZEVEDO, Luiz Felipe","Men","BRA","Brazil","X","Bronze"
"8252",8369,"Atlanta",1996,"Equestrian","Jumping","team","KURSINSKI, Anne Kindig","Women","USA","United States","X","Silver"
"8253",8370,"Atlanta",1996,"Equestrian","Jumping","team","KIRCHHOFF, Ulrich","Men","GER","Germany","X","Gold"
"8254",8371,"Atlanta",1996,"Fencing","Fencing","foil team","KRZESINSKI, Adam","Men","POL","Poland","M","Silver"
"8255",8372,"Atlanta",1996,"Fencing","Fencing","foil team","SHEVCHENKO, Dmitri","Men","RUS","Russia","M","Gold"
"8256",8373,"Atlanta",1996,"Fencing","Fencing","foil team","GREGORY, Elvis","Men","CUB","Cuba","M","Bronze"
"8257",8374,"Atlanta",1996,"Fencing","Fencing","foil team","CARLESCU BADEA, Laura Gabriela","Women","ROU","Romania","W","Silver"
"8258",8375,"Atlanta",1996,"Fencing","Fencing","sabre team","POZDNYAKOV, Stanislav","Men","RUS","Russia","M","Gold"
"8259",8376,"Atlanta",1996,"Fencing","Fencing","épée individual","TREVEJO, Ivan","Men","CUB","Cuba","M","Silver"
"8260",8377,"Atlanta",1996,"Fencing","Fencing","sabre team","KOVES, Csaba","Men","HUN","Hungary","M","Silver"
"8261",8378,"Atlanta",1996,"Fencing","Fencing","épée individual","SZALAY HORVATHNE, Gyoengyi","Women","HUN","Hungary","W","Bronze"
"8262",8379,"Atlanta",1996,"Fencing","Fencing","épée individual","BARLOIS, Valerie","Women","FRA","France","W","Silver"
"8263",8380,"Atlanta",1996,"Fencing","Fencing","foil team","MAMEDOV, Ilgar","Men","RUS","Russia","M","Gold"
"8264",8381,"Atlanta",1996,"Fencing","Fencing","épée team","BARLOIS, Valerie","Women","FRA","France","W","Gold"
"8265",8382,"Atlanta",1996,"Fencing","Fencing","foil individual","PLUMENAIL, Lionel","Men","FRA","France","M","Silver"
"8266",8383,"Atlanta",1996,"Fencing","Fencing","épée team","CUOMO, Sandro","Men","ITA","Italy","M","Gold"
"8267",8384,"Atlanta",1996,"Fencing","Fencing","épée team","MORESEE-PICHOT, Sophie","Women","FRA","France","W","Gold"
"8268",8385,"Atlanta",1996,"Fencing","Fencing","sabre individual","TOUYA, Damien","Men","FRA","France","M","Bronze"
"8269",8386,"Atlanta",1996,"Fencing","Fencing","épée team","BEKETOV, Aleksandr","Men","RUS","Russia","M","Silver"
"8270",8387,"Atlanta",1996,"Fencing","Fencing","foil team","BORTOLOZZI BORELLA, Francesca","Women","ITA","Italy","W","Gold"
"8271",8388,"Atlanta",1996,"Fencing","Fencing","foil individual","VEZZALI, Valentina","Women","ITA","Italy","W","Silver"
"8272",8389,"Atlanta",1996,"Fencing","Fencing","foil individual","CARLESCU BADEA, Laura Gabriela","Women","ROU","Romania","W","Gold"
"8273",8390,"Atlanta",1996,"Fencing","Fencing","foil team","TRILLINI, Giovanna","Women","ITA","Italy","W","Gold"
"8274",8391,"Atlanta",1996,"Fencing","Fencing","sabre team","SZABO, Bence","Men","HUN","Hungary","M","Silver"
"8275",8392,"Atlanta",1996,"Fencing","Fencing","foil team","PAVLOVICH, Vladislav","Men","RUS","Russia","M","Gold"
"8276",8393,"Atlanta",1996,"Fencing","Fencing","épée team","MAZZONI, Angelo","Men","ITA","Italy","M","Gold"
"8277",8394,"Atlanta",1996,"Fencing","Fencing","épée team","FLESSEL-COLOVIC, Laura","Women","FRA","France","W","Gold"
"8278",8395,"Atlanta",1996,"Fencing","Fencing","épée team","RANDAZZO, Maurizio","Men","ITA","Italy","M","Gold"
"8279",8396,"Atlanta",1996,"Fencing","Fencing","foil individual","PUCCINI, Alessandro","Men","ITA","Italy","M","Gold"
"8280",8397,"Atlanta",1996,"Fencing","Fencing","épée team","ZALAFFI, Margherita","Women","ITA","Italy","W","Silver"
"8281",8398,"Atlanta",1996,"Fencing","Fencing","foil team","BAU, Sabine Christiane","Women","GER","Germany","W","Bronze"
"8282",8399,"Atlanta",1996,"Fencing","Fencing","sabre team","TARANTINO, Luigi","Men","ITA","Italy","M","Bronze"
"8283",8400,"Atlanta",1996,"Fencing","Fencing","épée team","SRECKI, Eric","Men","FRA","France","M","Bronze"
"8284",8401,"Atlanta",1996,"Fencing","Fencing","épée team","AZNAVOURIAN, Karina","Women","RUS","Russia","W","Bronze"
"8285",8402,"Atlanta",1996,"Fencing","Fencing","foil team","KIELPIKOWSKI, Piotr","Men","POL","Poland","M","Silver"
"8286",8403,"Atlanta",1996,"Fencing","Fencing","foil team","FICHTEL-MAURITZ, Anja","Women","GER","Germany","W","Bronze"
"8287",8404,"Atlanta",1996,"Fencing","Fencing","sabre individual","POZDNYAKOV, Stanislav","Men","RUS","Russia","M","Gold"
"8288",8405,"Atlanta",1996,"Fencing","Fencing","épée team","UGA, Elisa","Women","ITA","Italy","W","Silver"
"8289",8406,"Atlanta",1996,"Fencing","Fencing","épée team","KOLOBKOV, Pavel","Men","RUS","Russia","M","Silver"
"8290",8407,"Atlanta",1996,"Fencing","Fencing","sabre team","KIRIYENKO, Grigorii","Men","RUS","Russia","M","Gold"
"8291",8408,"Atlanta",1996,"Fencing","Fencing","foil team","SOBCZAK, Ryszard","Men","POL","Poland","M","Silver"
"8292",8409,"Atlanta",1996,"Fencing","Fencing","sabre individual","CHARIKOV, Serguei","Men","RUS","Russia","M","Silver"
"8293",8410,"Atlanta",1996,"Fencing","Fencing","foil team","VEZZALI, Valentina","Women","ITA","Italy","W","Gold"
"8294",8411,"Atlanta",1996,"Fencing","Fencing","épée team","HENRY, Jean-Michel","Men","FRA","France","M","Bronze"
"8295",8412,"Atlanta",1996,"Fencing","Fencing","épée team","ZAKHAREVITCH, Valeri","Men","RUS","Russia","M","Silver"
"8296",8413,"Atlanta",1996,"Fencing","Fencing","sabre team","NAVARRETE, Jozsef","Men","HUN","Hungary","M","Silver"
"8297",8414,"Atlanta",1996,"Fencing","Fencing","foil team","GARCIA PEREZ, Oscar","Men","CUB","Cuba","M","Bronze"
"8298",8415,"Atlanta",1996,"Fencing","Fencing","épée individual","IMRE, Geza","Men","HUN","Hungary","M","Bronze"
"8299",8416,"Atlanta",1996,"Fencing","Fencing","épée individual","FLESSEL-COLOVIC, Laura","Women","FRA","France","W","Gold"
"8300",8417,"Atlanta",1996,"Fencing","Fencing","foil team","SCARLAT, Roxana","Women","ROU","Romania","W","Silver"
"8301",8418,"Atlanta",1996,"Fencing","Fencing","foil team","TUCKER LEON, Rolando Samuel","Men","CUB","Cuba","M","Bronze"
"8302",8419,"Atlanta",1996,"Fencing","Fencing","foil individual","BOIDIN, Franck","Men","FRA","France","M","Bronze"
"8303",8420,"Atlanta",1996,"Fencing","Fencing","foil team","SZABO-LAZAR, Reka Zsofia","Women","ROU","Romania","W","Silver"
"8304",8421,"Atlanta",1996,"Fencing","Fencing","sabre team","CASERTA, Raffaello","Men","ITA","Italy","M","Bronze"
"8305",8422,"Atlanta",1996,"Fencing","Fencing","sabre team","TERENZI, Tonhi","Men","ITA","Italy","M","Bronze"
"8306",8423,"Atlanta",1996,"Fencing","Fencing","épée team","MAZINA, Mariya","Women","RUS","Russia","W","Bronze"
"8307",8424,"Atlanta",1996,"Fencing","Fencing","foil individual","TRILLINI, Giovanna","Women","ITA","Italy","W","Bronze"
"8308",8425,"Atlanta",1996,"Fencing","Fencing","sabre team","CHARIKOV, Serguei","Men","RUS","Russia","M","Gold"
"8309",8426,"Atlanta",1996,"Fencing","Fencing","épée team","LEROUX, Robert","Men","FRA","France","M","Bronze"
"8310",8427,"Atlanta",1996,"Fencing","Fencing","épée team","GARAYEVA, Yuliya","Women","RUS","Russia","W","Bronze"
"8311",8428,"Atlanta",1996,"Fencing","Fencing","épée individual","BEKETOV, Aleksandr","Men","RUS","Russia","M","Gold"
"8312",8429,"Atlanta",1996,"Fencing","Fencing","épée team","CHIESA, Laura","Women","ITA","Italy","W","Silver"
"8313",8430,"Atlanta",1996,"Fencing","Fencing","foil team","WEBER-KOSZTO, Monika","Women","GER","Germany","W","Bronze"
"8314",8431,"Atlanta",1996,"Football","Football","football","LUIZAO","Men","BRA","Brazil","M","Bronze"
"8315",8432,"Atlanta",1996,"Football","Football","football","AMARAL","Men","BRA","Brazil","M","Bronze"
"8316",8433,"Atlanta",1996,"Football","Football","football","OLISEH, Sunday","Men","NGR","Nigeria","M","Gold"
"8317",8434,"Atlanta",1996,"Football","Football","football","DANRLEI","Men","BRA","Brazil","M","Bronze"
"8318",8435,"Atlanta",1996,"Football","Football","football","VENTURINI, Tisha","Women","USA","United States","W","Gold"
"8319",8436,"Atlanta",1996,"Football","Football","football","GUIARO, RONALDO","Men","BRA","Brazil","M","Bronze"
"8320",8437,"Atlanta",1996,"Football","Football","football","WANG, Liping","Women","CHN","China","W","Silver"
"8321",8438,"Atlanta",1996,"Football","Football","football","LIU, Ying","Women","CHN","China","W","Silver"
"8322",8439,"Atlanta",1996,"Football","Football","football","OKOCHA, Augustine","Men","NGR","Nigeria","M","Gold"
"8323",8440,"Atlanta",1996,"Football","Football","football","ORUMA, Wilson","Men","NGR","Nigeria","M","Gold"
"8324",8441,"Atlanta",1996,"Football","Football","football","OBARAKU, Mobi","Men","NGR","Nigeria","M","Gold"
"8325",8442,"Atlanta",1996,"Football","Football","football","ZHONG, Honglian","Women","CHN","China","W","Silver"
"8326",8443,"Atlanta",1996,"Football","Football","football","ZHAO, Lihong","Women","CHN","China","W","Silver"
"8327",8444,"Atlanta",1996,"Football","Football","football","FRUSTOL, Tone Gunn","Women","NOR","Norway","W","Bronze"
"8328",8445,"Atlanta",1996,"Football","Football","football","SCURRY, Briana","Women","USA","United States","W","Gold"
"8329",8446,"Atlanta",1996,"Football","Football","football","OVERBECK, Carla","Women","USA","United States","W","Gold"
"8330",8447,"Atlanta",1996,"Football","Football","football","MORALES, Hugo","Men","ARG","Argentina","M","Silver"
"8331",8448,"Atlanta",1996,"Football","Football","football","FATUSI, Teslim","Men","NGR","Nigeria","M","Gold"
"8332",8449,"Atlanta",1996,"Football","Football","football","FLAVIO CONCEICAO","Men","BRA","Brazil","M","Bronze"
"8333",8450,"Atlanta",1996,"Football","Football","football","CHASTAIN, Brandi","Women","USA","United States","W","Gold"
"8334",8451,"Atlanta",1996,"Football","Football","football","ALMEYDA, Matias","Men","ARG","Argentina","M","Silver"
"8335",8452,"Atlanta",1996,"Football","Football","football","LILLY, Kristine","Women","USA","United States","W","Gold"
"8336",8453,"Atlanta",1996,"Football","Football","football","OBIEKWU, Kingsley","Men","NGR","Nigeria","M","Gold"
"8337",8454,"Atlanta",1996,"Football","Football","football","CARLSEN, Agnete","Women","NOR","Norway","W","Bronze"
"8338",8455,"Atlanta",1996,"Football","Football","football","ZE MARIA","Men","BRA","Brazil","M","Bronze"
"8339",8456,"Atlanta",1996,"Football","Football","football","NYMARK ANDERSEN, Nina","Women","NOR","Norway","W","Bronze"
"8340",8457,"Atlanta",1996,"Football","Football","football","AMUNIKE, Emmanuel","Men","NGR","Nigeria","M","Gold"
"8341",8458,"Atlanta",1996,"Football","Football","football","CAVALLERO, Pablo","Men","ARG","Argentina","M","Silver"
"8342",8459,"Atlanta",1996,"Football","Football","football","SHUI, Qingxia","Women","CHN","China","W","Silver"
"8343",8460,"Atlanta",1996,"Football","Football","football","CHAMOT, Jose Antonio","Men","ARG","Argentina","M","Silver"
"8344",8461,"Atlanta",1996,"Football","Football","football","OBAFEMI, Abiodon","Men","NGR","Nigeria","M","Gold"
"8345",8462,"Atlanta",1996,"Football","Football","football","GAO, Hong","Women","CHN","China","W","Silver"
"8346",8463,"Atlanta",1996,"Football","Football","football","AMOKACHI, Daniel","Men","NGR","Nigeria","M","Gold"
"8347",8464,"Atlanta",1996,"Football","Football","football","DIDA","Men","BRA","Brazil","M","Bronze"
"8348",8465,"Atlanta",1996,"Football","Football","football","ROBERTS, Tiffany","Women","USA","United States","W","Gold"
"8349",8466,"Atlanta",1996,"Football","Football","football","ORTEGA, Ariel","Men","ARG","Argentina","M","Silver"
"8350",8467,"Atlanta",1996,"Football","Football","football","MARCELINHO PAULISTA","Men","BRA","Brazil","M","Bronze"
"8351",8468,"Atlanta",1996,"Football","Football","football","IKPEBA, Victor","Men","NGR","Nigeria","M","Gold"
"8352",8469,"Atlanta",1996,"Football","Football","football","RIISE, Hege","Women","NOR","Norway","W","Bronze"
"8353",8470,"Atlanta",1996,"Football","Football","football","RONALDO, Ronaldo Luis Nazario de LIMA","Men","BRA","Brazil","M","Bronze"
"8354",8471,"Atlanta",1996,"Football","Football","football","NARCISO","Men","BRA","Brazil","M","Bronze"
"8355",8472,"Atlanta",1996,"Football","Football","football","KANU, Nwankwo","Men","NGR","Nigeria","M","Gold"
"8356",8473,"Atlanta",1996,"Football","Football","football","LAWAL, Garba","Men","NGR","Nigeria","M","Gold"
"8357",8474,"Atlanta",1996,"Football","Football","football","DOSU, Joseph","Men","NGR","Nigeria","M","Gold"
"8358",8475,"Atlanta",1996,"Football","Football","football","BABAYARO, Celestine","Men","NGR","Nigeria","M","Gold"
"8359",8476,"Atlanta",1996,"Football","Football","football","YU, Hongqi","Women","CHN","China","W","Silver"
"8360",8477,"Atlanta",1996,"Football","Football","football","LIU, Ailing","Women","CHN","China","W","Silver"
"8361",8478,"Atlanta",1996,"Football","Football","football","AYALA, Roberto","Men","ARG","Argentina","M","Silver"
"8362",8479,"Atlanta",1996,"Football","Football","football","SAVIO","Men","BRA","Brazil","M","Bronze"
"8363",8480,"Atlanta",1996,"Football","Football","football","BABAYARO, Emmanuel","Men","NGR","Nigeria","M","Gold"
"8364",8481,"Atlanta",1996,"Football","Football","football","MACMILLAN, Shannon","Women","USA","United States","W","Gold"
"8365",8482,"Atlanta",1996,"Football","Football","football","MYKLEBUST, Merete","Women","NOR","Norway","W","Bronze"
"8366",8483,"Atlanta",1996,"Football","Football","football","WILSON, Staci","Women","USA","United States","W","Gold"
"8367",8484,"Atlanta",1996,"Football","Football","football","BEBETO, Jose Roberto","Men","BRA","Brazil","M","Bronze"
"8368",8485,"Atlanta",1996,"Football","Football","football","SENSINI, Roberto","Men","ARG","Argentina","M","Silver"
"8369",8486,"Atlanta",1996,"Football","Football","football","DELGADO, Marcelo","Men","ARG","Argentina","M","Silver"
"8370",8487,"Atlanta",1996,"Football","Football","football","FAWCETT, Joy","Women","USA","United States","W","Gold"
"8371",8488,"Atlanta",1996,"Football","Football","football","ANDRE LUIZ","Men","BRA","Brazil","M","Bronze"
"8372",8489,"Atlanta",1996,"Football","Football","football","GALLARDO, Marcelo","Men","ARG","Argentina","M","Silver"
"8373",8490,"Atlanta",1996,"Football","Football","football","SANDAUNE, Brit","Women","NOR","Norway","W","Bronze"
"8374",8491,"Atlanta",1996,"Football","Football","football","AKERS, Michelle","Women","USA","United States","W","Gold"
"8375",8492,"Atlanta",1996,"Football","Football","football","XIE, Huilin","Women","CHN","China","W","Silver"
"8376",8493,"Atlanta",1996,"Football","Football","football","WEST, Taribo","Men","NGR","Nigeria","M","Gold"
"8377",8494,"Atlanta",1996,"Football","Football","football","ESPESETH, Gro","Women","NOR","Norway","W","Bronze"
"8378",8495,"Atlanta",1996,"Football","Football","football","ALDAIR","Men","BRA","Brazil","M","Bronze"
"8379",8496,"Atlanta",1996,"Football","Football","football","AARONES, Ann Kristin","Women","NOR","Norway","W","Bronze"
"8380",8497,"Atlanta",1996,"Football","Football","football","CRESPO, Hernan","Men","ARG","Argentina","M","Silver"
"8381",8498,"Atlanta",1996,"Football","Football","football","GABARRA, Carin","Women","USA","United States","W","Gold"
"8382",8499,"Atlanta",1996,"Football","Football","football","SUN, Qingmei","Women","CHN","China","W","Silver"
"8383",8500,"Atlanta",1996,"Football","Football","football","SVENSSON, Tina","Women","NOR","Norway","W","Bronze"
"8384",8501,"Atlanta",1996,"Football","Football","football","HAMM, Mia","Women","USA","United States","W","Gold"
"8385",8502,"Atlanta",1996,"Football","Football","football","FOUDY, Julie","Women","USA","United States","W","Gold"
"8386",8503,"Atlanta",1996,"Football","Football","football","PINEDA, Hector","Men","ARG","Argentina","M","Silver"
"8387",8504,"Atlanta",1996,"Football","Football","football","RIVALDO","Men","BRA","Brazil","M","Bronze"
"8388",8505,"Atlanta",1996,"Football","Football","football","PARLOW, Cindy","Women","USA","United States","W","Gold"
"8389",8506,"Atlanta",1996,"Football","Football","football","ZE ELIAS","Men","BRA","Brazil","M","Bronze"
"8390",8507,"Atlanta",1996,"Football","Football","football","LOPEZ, Claudio","Men","ARG","Argentina","M","Silver"
"8391",8508,"Atlanta",1996,"Football","Football","football","MILBRETT, Tiffeny","Women","USA","United States","W","Gold"
"8392",8509,"Atlanta",1996,"Football","Football","football","MEDALEN, Linda","Women","NOR","Norway","W","Bronze"
"8393",8510,"Atlanta",1996,"Football","Football","football","UCHE, Okechukwu","Men","NGR","Nigeria","M","Gold"
"8394",8511,"Atlanta",1996,"Football","Football","football","PAZ, Pablo","Men","ARG","Argentina","M","Silver"
"8395",8512,"Atlanta",1996,"Football","Football","football","PETTERSEN, Marianne","Women","NOR","Norway","W","Bronze"
"8396",8513,"Atlanta",1996,"Football","Football","football","TANGERAAS, Trine","Women","NOR","Norway","W","Bronze"
"8397",8514,"Atlanta",1996,"Football","Football","football","HAUGEN, Tone","Women","NOR","Norway","W","Bronze"
"8398",8515,"Atlanta",1996,"Football","Football","football","THUN, Kjersti","Women","NOR","Norway","W","Bronze"
"8399",8516,"Atlanta",1996,"Football","Football","football","WEN, Lirong","Women","CHN","China","W","Silver"
"8400",8517,"Atlanta",1996,"Football","Football","football","BABANGIDA, Tijani","Men","NGR","Nigeria","M","Gold"
"8401",8518,"Atlanta",1996,"Football","Football","football","HARVEY, Mary","Women","USA","United States","W","Gold"
"8402",8519,"Atlanta",1996,"Football","Football","football","WEI, Haiying","Women","CHN","China","W","Silver"
"8403",8520,"Atlanta",1996,"Football","Football","football","SUN, Wen","Women","CHN","China","W","Silver"
"8404",8521,"Atlanta",1996,"Football","Football","football","SIMEONE, Diego","Men","ARG","Argentina","M","Silver"
"8405",8522,"Atlanta",1996,"Football","Football","football","JUNINHO","Men","BRA","Brazil","M","Bronze"
"8406",8523,"Atlanta",1996,"Football","Football","football","LOPEZ, Gustavo","Men","ARG","Argentina","M","Silver"
"8407",8524,"Atlanta",1996,"Football","Football","football","ROBERTO CARLOS","Men","BRA","Brazil","M","Bronze"
"8408",8525,"Atlanta",1996,"Football","Football","football","SETH, Reidun","Women","NOR","Norway","W","Bronze"
"8409",8526,"Atlanta",1996,"Football","Football","football","ZANETTI, Javier","Men","ARG","Argentina","M","Silver"
"8410",8527,"Atlanta",1996,"Football","Football","football","BASSEDAS, Christian","Men","ARG","Argentina","M","Silver"
"8411",8528,"Atlanta",1996,"Football","Football","football","BOSSIO, Carlos","Men","ARG","Argentina","M","Silver"
"8412",8529,"Atlanta",1996,"Football","Football","football","SHI, Guihong","Women","CHN","China","W","Silver"
"8413",8530,"Atlanta",1996,"Football","Football","football","NORDBY, Bente","Women","NOR","Norway","W","Bronze"
"8414",8531,"Atlanta",1996,"Football","Football","football","CHEN, Yufeng","Women","CHN","China","W","Silver"
"8415",8532,"Atlanta",1996,"Football","Football","football","STOERE, Heidi","Women","NOR","Norway","W","Bronze"
"8416",8533,"Atlanta",1996,"Football","Football","football","FAN, Yunjie","Women","CHN","China","W","Silver"
"8417",8534,"Atlanta",1996,"Football","Football","football","NYMARK ANDERSEN, Anne","Women","NOR","Norway","W","Bronze"
"8418",8535,"Atlanta",1996,"Gymnastics","Artistic G.","team competition","HUANG, Liping","Men","CHN","China","M","Silver"
"8419",8536,"Atlanta",1996,"Gymnastics","Artistic G.","individual all-round","MILOSOVICI, Lavinia Corina","Women","ROU","Romania","W","Bronze"
"8420",8537,"Atlanta",1996,"Gymnastics","Artistic G.","horizontal bar","WECKER, Andreas","Men","GER","Germany","M","Gold"
"8421",8538,"Atlanta",1996,"Gymnastics","Artistic G.","uneven bars","KHORKINA, Svetlana","Women","RUS","Russia","W","Gold"
"8422",8539,"Atlanta",1996,"Gymnastics","Artistic G.","team competition","BORDEN, Amanda","Women","USA","United States","W","Gold"
"8423",8540,"Atlanta",1996,"Gymnastics","Artistic G.","horizontal bar","FAN, Bin","Men","CHN","China","M","Bronze"
"8424",8541,"Atlanta",1996,"Gymnastics","Artistic G.","floor exercises","LI, Xiaosahuang","Men","CHN","China","M","Silver"
